Date,Cloud,RootEntity,HierarchyLevel1,HierarchyLevel2,HierarchyLevel3,Service,Category,UsageType,Cost (USD),Tags,Dimensions
2025-06-17,Azure,Tenant-456,Mgmt-FinOps,Sub-2001,RG-Prod,Azure OpenAI,GenAI Spend,Spot,2106.76,"{'env': 'prod', 'team': 'Platform', 'app': 'chatbot', 'costCenter': 'CC-1601'}","{'region': 'us-west-2', 'billingSource': 'CostExplorerAPI', 'sku': 'premium'}"
2025-06-17,GCP,Org-789,Folder-Security,Proj-3005,SKU-Analytics,GCE,Infra Spend,Spot,1846.27,"{'env': 'prod', 'team': 'FinOps', 'app': 'etl-pipeline', 'costCenter': 'CC-1830'}","{'region': 'asia-south1', 'billingSource': 'CostExplorerAPI', 'sku': 'tpu-v4'}"
2025-06-17,GCP,Org-789,Folder-Data,Proj-3009,SKU-NLP,GCE,Infra Spend,Preemptible,1057.91,"{'env': 'dev', 'team': 'FinOps', 'app': 'genai-api', 'costCenter': 'CC-1709'}","{'region': 'us-west-2', 'billingSource': 'CostManagementAPI', 'sku': 'premium'}"
2025-06-17,GCP,Org-789,Folder-Data,Proj-3009,SKU-Analytics,GCE,Infra Spend,Reserved,906.55,"{'env': 'test', 'team': 'AI-Research', 'app': 'etl-pipeline', 'costCenter': 'CC-1266'}","{'region': 'asia-south1', 'billingSource': 'CostExplorerAPI', 'sku': 'standard'}"
2025-06-17,GCP,Org-789,Folder-Data,Proj-3006,SKU-Analytics,GCS,Infra Spend,Spot,223.21,"{'env': 'dev', 'team': 'DataEng', 'app': 'chatbot', 'costCenter': 'CC-1210'}","{'region': 'asia-south1', 'billingSource': 'CostManagementAPI', 'sku': 'premium'}"
2025-06-17,GCP,Org-789,Folder-Data,Proj-3009,SKU-Infra,GCS,Infra Spend,Spot,387.24,"{'env': 'test', 'team': 'Platform', 'app': 'genai-api', 'costCenter': 'CC-1385'}","{'region': 'europe-west1', 'billingSource': 'CostManagementAPI', 'sku': 'premium'}"
2025-06-17,GCP,Org-789,Folder-GenAI,Proj-3004,SKU-NLP,GCS,Infra Spend,Spot,486.79,"{'env': 'test', 'team': 'FinOps', 'app': 'genai-api', 'costCenter': 'CC-1509'}","{'region': 'westus', 'billingSource': 'CostExplorerAPI', 'sku': 'tpu-v4'}"
2025-06-17,GCP,Org-789,Folder-Data,Proj-3004,SKU-Analytics,BigQuery,Infra Spend,Preemptible,222.76,"{'env': 'dev', 'team': 'AI-Research', 'app': 'genai-api', 'costCenter': 'CC-1797'}","{'region': 'us-west-2', 'billingSource': 'BigQueryExport', 'sku': 'tpu-v4'}"
2025-06-17,GCP,Org-789,Folder-Security,Proj-3010,SKU-Analytics,BigQuery,Infra Spend,Preemptible,1312.3,"{'env': 'test', 'team': 'FinOps', 'app': 'etl-pipeline', 'costCenter': 'CC-1657'}","{'region': 'europe-west1', 'billingSource': 'CostExplorerAPI', 'sku': 'premium'}"
2025-06-17,GCP,Org-789,Folder-Data,Proj-3007,SKU-Infra,BigQuery,Infra Spend,Reserved,744.25,"{'env': 'test', 'team': 'Platform', 'app': 'etl-pipeline', 'costCenter': 'CC-1453'}","{'region': 'us-west-2', 'billingSource': 'BigQueryExport', 'sku': 'premium'}"
2025-06-17,GCP,Org-789,Folder-GenAI,Proj-3002,SKU-Infra,Vertex AI,AI Spend,Reserved,215.0,"{'env': 'dev', 'team': 'DataEng', 'app': 'etl-pipeline', 'costCenter': 'CC-1740'}","{'region': 'eastus', 'billingSource': 'CostManagementAPI', 'sku': 'tpu-v4'}"
2025-06-17,GCP,Org-789,Folder-Security,Proj-3006,SKU-Infra,Vertex AI,AI Spend,Reserved,2728.96,"{'env': 'test', 'team': 'DataEng', 'app': 'etl-pipeline', 'costCenter': 'CC-1881'}","{'region': 'eastus', 'billingSource': 'CostExplorerAPI', 'sku': 'tpu-v4'}"
2025-06-17,GCP,Org-789,Folder-Security,Proj-3002,SKU-Infra,Vertex AI,AI Spend,Reserved,2735.77,"{'env': 'test', 'team': 'FinOps', 'app': 'data-warehouse', 'costCenter': 'CC-1277'}","{'region': 'asia-south1', 'billingSource': 'CostExplorerAPI', 'sku': 'premium'}"
2025-06-17,GCP,Org-789,Folder-Security,Proj-3007,SKU-Analytics,TPUs,AI Spend,Spot,1979.14,"{'env': 'prod', 'team': 'AI-Research', 'app': 'etl-pipeline', 'costCenter': 'CC-1416'}","{'region': 'westus', 'billingSource': 'CostManagementAPI', 'sku': 'standard'}"
2025-06-17,GCP,Org-789,Folder-Security,Proj-3009,SKU-Analytics,TPUs,AI Spend,Spot,2277.73,"{'env': 'test', 'team': 'DataEng', 'app': 'genai-api', 'costCenter': 'CC-1301'}","{'region': 'eastus', 'billingSource': 'CostManagementAPI', 'sku': 'gpt-4'}"
2025-06-17,GCP,Org-789,Folder-GenAI,Proj-3004,SKU-Infra,TPUs,AI Spend,OnDemand,2260.27,"{'env': 'test', 'team': 'Platform', 'app': 'data-warehouse', 'costCenter': 'CC-1733'}","{'region': 'us-west-2', 'billingSource': 'BigQueryExport', 'sku': 'tpu-v4'}"
2025-06-18,AWS,Org-Root-123,OU-Research,Acc-1004,TagGroup-Test,EC2,Infra Spend,Preemptible,1192.68,"{'env': 'test', 'team': 'DataEng', 'app': 'chatbot', 'costCenter': 'CC-1310'}","{'region': 'westus', 'billingSource': 'CostExplorerAPI', 'sku': 'standard'}"
2025-06-18,AWS,Org-Root-123,OU-Prod,Acc-1002,TagGroup-Test,EC2,Infra Spend,OnDemand,1983.55,"{'env': 'prod', 'team': 'FinOps', 'app': 'chatbot', 'costCenter': 'CC-1232'}","{'region': 'westus', 'billingSource': 'BigQueryExport', 'sku': 'premium'}"
2025-06-18,AWS,Org-Root-123,OU-Research,Acc-1002,TagGroup-Test,EC2,Infra Spend,Preemptible,1038.58,"{'env': 'dev', 'team': 'AI-Research', 'app': 'chatbot', 'costCenter': 'CC-1854'}","{'region': 'us-west-2', 'billingSource': 'BigQueryExport', 'sku': 'standard'}"
2025-06-18,AWS,Org-Root-123,OU-Prod,Acc-1010,TagGroup-Dev,S3,Infra Spend,Reserved,229.36,"{'env': 'dev', 'team': 'FinOps', 'app': 'etl-pipeline', 'costCenter': 'CC-1836'}","{'region': 'westus', 'billingSource': 'CostManagementAPI', 'sku': 'gpt-4'}"
2025-06-18,AWS,Org-Root-123,OU-Prod,Acc-1003,TagGroup-Dev,S3,Infra Spend,Reserved,1136.85,"{'env': 'test', 'team': 'FinOps', 'app': 'etl-pipeline', 'costCenter': 'CC-1563'}","{'region': 'us-east-1', 'billingSource': 'BigQueryExport', 'sku': 'gpt-4'}"
2025-06-18,AWS,Org-Root-123,OU-Prod,Acc-1001,TagGroup-Test,S3,Infra Spend,OnDemand,864.21,"{'env': 'dev', 'team': 'FinOps', 'app': 'chatbot', 'costCenter': 'CC-1573'}","{'region': 'us-east-1', 'billingSource': 'CostExplorerAPI', 'sku': 'standard'}"
2025-06-18,AWS,Org-Root-123,OU-Finance,Acc-1003,TagGroup-Prod,RDS,Infra Spend,Reserved,918.94,"{'env': 'test', 'team': 'DataEng', 'app': 'etl-pipeline', 'costCenter': 'CC-1897'}","{'region': 'asia-south1', 'billingSource': 'BigQueryExport', 'sku': 'tpu-v4'}"
2025-06-18,AWS,Org-Root-123,OU-Finance,Acc-1005,TagGroup-Dev,RDS,Infra Spend,Spot,2200.83,"{'env': 'test', 'team': 'Platform', 'app': 'etl-pipeline', 'costCenter': 'CC-1572'}","{'region': 'us-west-2', 'billingSource': 'CostManagementAPI', 'sku': 'gpt-4'}"
2025-06-18,AWS,Org-Root-123,OU-Finance,Acc-1010,TagGroup-Dev,RDS,Infra Spend,OnDemand,73.29,"{'env': 'test', 'team': 'AI-Research', 'app': 'etl-pipeline', 'costCenter': 'CC-1083'}","{'region': 'us-west-2', 'billingSource': 'BigQueryExport', 'sku': 'gpt-4'}"
2025-06-18,AWS,Org-Root-123,OU-Research,Acc-1008,TagGroup-Prod,SageMaker,AI Spend,Reserved,326.93,"{'env': 'dev', 'team': 'FinOps', 'app': 'genai-api', 'costCenter': 'CC-1665'}","{'region': 'westus', 'billingSource': 'CostExplorerAPI', 'sku': 'premium'}"
2025-06-18,AWS,Org-Root-123,OU-Research,Acc-1005,TagGroup-Test,SageMaker,AI Spend,Reserved,1168.55,"{'env': 'prod', 'team': 'DataEng', 'app': 'genai-api', 'costCenter': 'CC-1346'}","{'region': 'eastus', 'billingSource': 'BigQueryExport', 'sku': 'tpu-v4'}"
2025-06-18,AWS,Org-Root-123,OU-Research,Acc-1009,TagGroup-Dev,SageMaker,AI Spend,OnDemand,1075.99,"{'env': 'test', 'team': 'Platform', 'app': 'data-warehouse', 'costCenter': 'CC-1884'}","{'region': 'westus', 'billingSource': 'CostExplorerAPI', 'sku': 'tpu-v4'}"
2025-06-18,AWS,Org-Root-123,OU-Research,Acc-1009,TagGroup-Test,Bedrock,GenAI Spend,OnDemand,1587.35,"{'env': 'prod', 'team': 'FinOps', 'app': 'data-warehouse', 'costCenter': 'CC-1243'}","{'region': 'asia-south1', 'billingSource': 'BigQueryExport', 'sku': 'premium'}"
2025-06-18,AWS,Org-Root-123,OU-Prod,Acc-1005,TagGroup-Prod,Bedrock,GenAI Spend,OnDemand,2458.0,"{'env': 'prod', 'team': 'AI-Research', 'app': 'etl-pipeline', 'costCenter': 'CC-1103'}","{'region': 'europe-west1', 'billingSource': 'CostManagementAPI', 'sku': 'standard'}"
2025-06-18,AWS,Org-Root-123,OU-Prod,Acc-1008,TagGroup-Test,Bedrock,GenAI Spend,Preemptible,1696.47,"{'env': 'test', 'team': 'DataEng', 'app': 'etl-pipeline', 'costCenter': 'CC-1687'}","{'region': 'westus', 'billingSource': 'BigQueryExport', 'sku': 'premium'}"
2025-06-18,Azure,Tenant-456,Mgmt-Cloud,Sub-2005,RG-Prod,VMs,Infra Spend,Preemptible,283.19,"{'env': 'dev', 'team': 'DataEng', 'app': 'etl-pipeline', 'costCenter': 'CC-1187'}","{'region': 'us-west-2', 'billingSource': 'CostExplorerAPI', 'sku': 'gpt-4'}"
2025-06-18,Azure,Tenant-456,Mgmt-AI,Sub-2003,RG-GenAI,VMs,Infra Spend,Preemptible,2282.21,"{'env': 'test', 'team': 'DataEng', 'app': 'data-warehouse', 'costCenter': 'CC-1908'}","{'region': 'europe-west1', 'billingSource': 'CostExplorerAPI', 'sku': 'standard'}"
2025-06-18,Azure,Tenant-456,Mgmt-Cloud,Sub-2005,RG-GenAI,VMs,Infra Spend,Reserved,2061.32,"{'env': 'dev', 'team': 'FinOps', 'app': 'genai-api', 'costCenter': 'CC-1588'}","{'region': 'us-west-2', 'billingSource': 'BigQueryExport', 'sku': 'tpu-v4'}"
2025-06-18,Azure,Tenant-456,Mgmt-AI,Sub-2002,RG-GenAI,Blob Storage,Infra Spend,Preemptible,1339.23,"{'env': 'prod', 'team': 'DataEng', 'app': 'data-warehouse', 'costCenter': 'CC-1614'}","{'region': 'asia-south1', 'billingSource': 'CostExplorerAPI', 'sku': 'premium'}"
2025-06-18,Azure,Tenant-456,Mgmt-FinOps,Sub-2001,RG-Prod,Blob Storage,Infra Spend,Spot,2069.64,"{'env': 'prod', 'team': 'Platform', 'app': 'genai-api', 'costCenter': 'CC-1012'}","{'region': 'asia-south1', 'billingSource': 'BigQueryExport', 'sku': 'gpt-4'}"
2025-06-18,Azure,Tenant-456,Mgmt-Cloud,Sub-2010,RG-GenAI,Blob Storage,Infra Spend,Spot,631.48,"{'env': 'prod', 'team': 'FinOps', 'app': 'chatbot', 'costCenter': 'CC-1777'}","{'region': 'eastus', 'billingSource': 'BigQueryExport', 'sku': 'premium'}"
2025-06-18,Azure,Tenant-456,Mgmt-FinOps,Sub-2007,RG-ML,SQL DB,Infra Spend,Preemptible,745.28,"{'env': 'dev', 'team': 'AI-Research', 'app': 'chatbot', 'costCenter': 'CC-1916'}","{'region': 'us-east-1', 'billingSource': 'CostExplorerAPI', 'sku': 'tpu-v4'}"
2025-06-18,Azure,Tenant-456,Mgmt-Cloud,Sub-2003,RG-Prod,SQL DB,Infra Spend,OnDemand,2798.97,"{'env': 'dev', 'team': 'DataEng', 'app': 'chatbot', 'costCenter': 'CC-1222'}","{'region': 'europe-west1', 'billingSource': 'BigQueryExport', 'sku': 'standard'}"
2025-06-18,Azure,Tenant-456,Mgmt-FinOps,Sub-2008,RG-GenAI,SQL DB,Infra Spend,Preemptible,2267.82,"{'env': 'prod', 'team': 'AI-Research', 'app': 'etl-pipeline', 'costCenter': 'CC-1397'}","{'region': 'asia-south1', 'billingSource': 'CostExplorerAPI', 'sku': 'standard'}"
2025-06-18,Azure,Tenant-456,Mgmt-AI,Sub-2004,RG-ML,AzureML,AI Spend,Spot,634.03,"{'env': 'dev', 'team': 'FinOps', 'app': 'etl-pipeline', 'costCenter': 'CC-1458'}","{'region': 'us-east-1', 'billingSource': 'CostExplorerAPI', 'sku': 'standard'}"
2025-06-18,Azure,Tenant-456,Mgmt-FinOps,Sub-2001,RG-Prod,AzureML,AI Spend,Spot,2624.77,"{'env': 'dev', 'team': 'AI-Research', 'app': 'etl-pipeline', 'costCenter': 'CC-1792'}","{'region': 'asia-south1', 'billingSource': 'CostExplorerAPI', 'sku': 'gpt-4'}"
2025-06-18,Azure,Tenant-456,Mgmt-FinOps,Sub-2002,RG-ML,AzureML,AI Spend,Reserved,1022.29,"{'env': 'dev', 'team': 'DataEng', 'app': 'etl-pipeline', 'costCenter': 'CC-1908'}","{'region': 'eastus', 'billingSource': 'CostExplorerAPI', 'sku': 'tpu-v4'}"
2025-06-18,Azure,Tenant-456,Mgmt-FinOps,Sub-2008,RG-ML,Azure OpenAI,GenAI Spend,Preemptible,1685.2,"{'env': 'test', 'team': 'Platform', 'app': 'chatbot', 'costCenter': 'CC-1000'}","{'region': 'asia-south1', 'billingSource': 'BigQueryExport', 'sku': 'premium'}"
2025-06-18,Azure,Tenant-456,Mgmt-FinOps,Sub-2002,RG-Prod,Azure OpenAI,GenAI Spend,OnDemand,730.15,"{'env': 'prod', 'team': 'FinOps', 'app': 'genai-api', 'costCenter': 'CC-1864'}","{'region': 'europe-west1', 'billingSource': 'CostExplorerAPI', 'sku': 'premium'}"
2025-06-18,Azure,Tenant-456,Mgmt-AI,Sub-2006,RG-ML,Azure OpenAI,GenAI Spend,Spot,1449.63,"{'env': 'test', 'team': 'Platform', 'app': 'genai-api', 'costCenter': 'CC-1256'}","{'region': 'us-east-1', 'billingSource': 'CostExplorerAPI', 'sku': 'standard'}"
2025-06-18,GCP,Org-789,Folder-Data,Proj-3008,SKU-Infra,GCE,Infra Spend,Spot,2147.2,"{'env': 'dev', 'team': 'FinOps', 'app': 'genai-api', 'costCenter': 'CC-1997'}","{'region': 'europe-west1', 'billingSource': 'CostExplorerAPI', 'sku': 'tpu-v4'}"
2025-06-18,GCP,Org-789,Folder-GenAI,Proj-3006,SKU-NLP,GCE,Infra Spend,Preemptible,1120.97,"{'env': 'test', 'team': 'FinOps', 'app': 'chatbot', 'costCenter': 'CC-1040'}","{'region': 'us-west-2', 'billingSource': 'CostExplorerAPI', 'sku': 'tpu-v4'}"
2025-06-18,GCP,Org-789,Folder-Security,Proj-3009,SKU-Analytics,GCE,Infra Spend,Spot,2342.83,"{'env': 'test', 'team': 'DataEng', 'app': 'genai-api', 'costCenter': 'CC-1167'}","{'region': 'us-east-1', 'billingSource': 'BigQueryExport', 'sku': 'gpt-4'}"
2025-06-18,GCP,Org-789,Folder-Security,Proj-3006,SKU-Infra,GCS,Infra Spend,OnDemand,1365.21,"{'env': 'prod', 'team': 'FinOps', 'app': 'data-warehouse', 'costCenter': 'CC-1609'}","{'region': 'asia-south1', 'billingSource': 'BigQueryExport', 'sku': 'tpu-v4'}"
2025-06-18,GCP,Org-789,Folder-Data,Proj-3002,SKU-Analytics,GCS,Infra Spend,OnDemand,2453.54,"{'env': 'dev', 'team': 'Platform', 'app': 'chatbot', 'costCenter': 'CC-1841'}","{'region': 'us-west-2', 'billingSource': 'CostManagementAPI', 'sku': 'premium'}"
2025-06-18,GCP,Org-789,Folder-Security,Proj-3002,SKU-Analytics,GCS,Infra Spend,Preemptible,537.4,"{'env': 'prod', 'team': 'DataEng', 'app': 'genai-api', 'costCenter': 'CC-1549'}","{'region': 'us-west-2', 'billingSource': 'BigQueryExport', 'sku': 'premium'}"
2025-06-18,GCP,Org-789,Folder-Data,Proj-3009,SKU-Analytics,BigQuery,Infra Spend,Reserved,229.04,"{'env': 'dev', 'team': 'DataEng', 'app': 'etl-pipeline', 'costCenter': 'CC-1823'}","{'region': 'us-west-2', 'billingSource': 'CostExplorerAPI', 'sku': 'premium'}"
2025-06-18,GCP,Org-789,Folder-GenAI,Proj-3005,SKU-Infra,BigQuery,Infra Spend,Reserved,2980.83,"{'env': 'test', 'team': 'DataEng', 'app': 'chatbot', 'costCenter': 'CC-1153'}","{'region': 'eastus', 'billingSource': 'CostManagementAPI', 'sku': 'tpu-v4'}"
2025-06-18,GCP,Org-789,Folder-Security,Proj-3001,SKU-Infra,BigQuery,Infra Spend,Preemptible,2721.84,"{'env': 'prod', 'team': 'AI-Research', 'app': 'etl-pipeline', 'costCenter': 'CC-1605'}","{'region': 'us-west-2', 'billingSource': 'CostManagementAPI', 'sku': 'premium'}"
2025-06-18,GCP,Org-789,Folder-Data,Proj-3001,SKU-Analytics,Vertex AI,AI Spend,Preemptible,2078.75,"{'env': 'test', 'team': 'FinOps', 'app': 'data-warehouse', 'costCenter': 'CC-1775'}","{'region': 'westus', 'billingSource': 'CostManagementAPI', 'sku': 'standard'}"
2025-06-18,GCP,Org-789,Folder-GenAI,Proj-3004,SKU-Infra,Vertex AI,AI Spend,Reserved,1674.18,"{'env': 'dev', 'team': 'DataEng', 'app': 'data-warehouse', 'costCenter': 'CC-1933'}","{'region': 'asia-south1', 'billingSource': 'CostExplorerAPI', 'sku': 'tpu-v4'}"
2025-06-18,GCP,Org-789,Folder-GenAI,Proj-3010,SKU-Analytics,Vertex AI,AI Spend,Reserved,1729.47,"{'env': 'test', 'team': 'AI-Research', 'app': 'data-warehouse', 'costCenter': 'CC-1723'}","{'region': 'europe-west1', 'billingSource': 'CostManagementAPI', 'sku': 'premium'}"
2025-06-18,GCP,Org-789,Folder-GenAI,Proj-3007,SKU-NLP,TPUs,AI Spend,Spot,2294.7,"{'env': 'dev', 'team': 'AI-Research', 'app': 'genai-api', 'costCenter': 'CC-1679'}","{'region': 'eastus', 'billingSource': 'BigQueryExport', 'sku': 'premium'}"
2025-06-18,GCP,Org-789,Folder-Security,Proj-3007,SKU-NLP,TPUs,AI Spend,OnDemand,2892.43,"{'env': 'test', 'team': 'Platform', 'app': 'chatbot', 'costCenter': 'CC-1392'}","{'region': 'us-east-1', 'billingSource': 'BigQueryExport', 'sku': 'standard'}"
2025-06-18,GCP,Org-789,Folder-Security,Proj-3010,SKU-Analytics,TPUs,AI Spend,OnDemand,355.01,"{'env': 'test', 'team': 'DataEng', 'app': 'chatbot', 'costCenter': 'CC-1539'}","{'region': 'westus', 'billingSource': 'CostManagementAPI', 'sku': 'gpt-4'}"
2025-06-19,AWS,Org-Root-123,OU-Prod,Acc-1005,TagGroup-Prod,EC2,Infra Spend,Preemptible,1635.97,"{'env': 'test', 'team': 'AI-Research', 'app': 'genai-api', 'costCenter': 'CC-1542'}","{'region': 'eastus', 'billingSource': 'BigQueryExport', 'sku': 'premium'}"
2025-06-19,AWS,Org-Root-123,OU-Prod,Acc-1010,TagGroup-Dev,EC2,Infra Spend,Reserved,1552.04,"{'env': 'test', 'team': 'DataEng', 'app': 'genai-api', 'costCenter': 'CC-1414'}","{'region': 'asia-south1', 'billingSource': 'CostManagementAPI', 'sku': 'premium'}"
2025-06-19,AWS,Org-Root-123,OU-Research,Acc-1009,TagGroup-Test,EC2,Infra Spend,Reserved,2621.03,"{'env': 'prod', 'team': 'DataEng', 'app': 'chatbot', 'costCenter': 'CC-1583'}","{'region': 'us-east-1', 'billingSource': 'CostManagementAPI', 'sku': 'premium'}"
2025-06-19,AWS,Org-Root-123,OU-Research,Acc-1008,TagGroup-Dev,S3,Infra Spend,Spot,2394.76,"{'env': 'prod', 'team': 'AI-Research', 'app': 'etl-pipeline', 'costCenter': 'CC-1116'}","{'region': 'eastus', 'billingSource': 'BigQueryExport', 'sku': 'tpu-v4'}"
2025-06-19,AWS,Org-Root-123,OU-Research,Acc-1005,TagGroup-Prod,S3,Infra Spend,Reserved,688.8,"{'env': 'dev', 'team': 'Platform', 'app': 'etl-pipeline', 'costCenter': 'CC-1888'}","{'region': 'us-west-2', 'billingSource': 'CostExplorerAPI', 'sku': 'tpu-v4'}"
2025-06-19,AWS,Org-Root-123,OU-Research,Acc-1005,TagGroup-Dev,S3,Infra Spend,OnDemand,881.16,"{'env': 'prod', 'team': 'DataEng', 'app': 'data-warehouse', 'costCenter': 'CC-1706'}","{'region': 'europe-west1', 'billingSource': 'CostManagementAPI', 'sku': 'standard'}"
2025-06-19,AWS,Org-Root-123,OU-Research,Acc-1004,TagGroup-Prod,RDS,Infra Spend,Preemptible,2425.6,"{'env': 'prod', 'team': 'Platform', 'app': 'genai-api', 'costCenter': 'CC-1509'}","{'region': 'eastus', 'billingSource': 'CostManagementAPI', 'sku': 'gpt-4'}"
2025-06-19,AWS,Org-Root-123,OU-Finance,Acc-1001,TagGroup-Test,RDS,Infra Spend,Preemptible,2794.29,"{'env': 'test', 'team': 'DataEng', 'app': 'chatbot', 'costCenter': 'CC-1334'}","{'region': 'europe-west1', 'billingSource': 'CostManagementAPI', 'sku': 'standard'}"
2025-06-19,AWS,Org-Root-123,OU-Prod,Acc-1008,TagGroup-Test,RDS,Infra Spend,OnDemand,2759.42,"{'env': 'test', 'team': 'Platform', 'app': 'etl-pipeline', 'costCenter': 'CC-1670'}","{'region': 'europe-west1', 'billingSource': 'CostExplorerAPI', 'sku': 'gpt-4'}"
2025-06-19,AWS,Org-Root-123,OU-Prod,Acc-1007,TagGroup-Test,SageMaker,AI Spend,Preemptible,1604.96,"{'env': 'prod', 'team': 'FinOps', 'app': 'genai-api', 'costCenter': 'CC-1176'}","{'region': 'eastus', 'billingSource': 'CostManagementAPI', 'sku': 'premium'}"
2025-06-19,AWS,Org-Root-123,OU-Prod,Acc-1005,TagGroup-Dev,SageMaker,AI Spend,Reserved,2319.02,"{'env': 'prod', 'team': 'AI-Research', 'app': 'data-warehouse', 'costCenter': 'CC-1111'}","{'region': 'europe-west1', 'billingSource': 'CostExplorerAPI', 'sku': 'gpt-4'}"
2025-06-19,AWS,Org-Root-123,OU-Research,Acc-1003,TagGroup-Prod,SageMaker,AI Spend,OnDemand,1928.43,"{'env': 'prod', 'team': 'AI-Research', 'app': 'etl-pipeline', 'costCenter': 'CC-1463'}","{'region': 'europe-west1', 'billingSource': 'CostManagementAPI', 'sku': 'premium'}"
2025-06-19,AWS,Org-Root-123,OU-Prod,Acc-1001,TagGroup-Prod,Bedrock,GenAI Spend,Preemptible,2094.32,"{'env': 'prod', 'team': 'AI-Research', 'app': 'genai-api', 'costCenter': 'CC-1713'}","{'region': 'europe-west1', 'billingSource': 'CostExplorerAPI', 'sku': 'gpt-4'}"
2025-06-19,AWS,Org-Root-123,OU-Research,Acc-1005,TagGroup-Dev,Bedrock,GenAI Spend,Preemptible,1648.2,"{'env': 'dev', 'team': 'FinOps', 'app': 'chatbot', 'costCenter': 'CC-1773'}","{'region': 'us-east-1', 'billingSource': 'CostManagementAPI', 'sku': 'standard'}"
2025-06-19,AWS,Org-Root-123,OU-Finance,Acc-1009,TagGroup-Test,Bedrock,GenAI Spend,OnDemand,2625.48,"{'env': 'test', 'team': 'Platform', 'app': 'etl-pipeline', 'costCenter': 'CC-1631'}","{'region': 'europe-west1', 'billingSource': 'BigQueryExport', 'sku': 'premium'}"
2025-06-19,Azure,Tenant-456,Mgmt-Cloud,Sub-2006,RG-ML,VMs,Infra Spend,Preemptible,630.62,"{'env': 'prod', 'team': 'FinOps', 'app': 'data-warehouse', 'costCenter': 'CC-1673'}","{'region': 'us-west-2', 'billingSource': 'BigQueryExport', 'sku': 'gpt-4'}"
2025-06-19,Azure,Tenant-456,Mgmt-FinOps,Sub-2003,RG-ML,VMs,Infra Spend,Reserved,1979.44,"{'env': 'test', 'team': 'Platform', 'app': 'chatbot', 'costCenter': 'CC-1267'}","{'region': 'us-east-1', 'billingSource': 'BigQueryExport', 'sku': 'premium'}"
2025-06-19,Azure,Tenant-456,Mgmt-Cloud,Sub-2008,RG-GenAI,VMs,Infra Spend,Reserved,1258.15,"{'env': 'dev', 'team': 'DataEng', 'app': 'genai-api', 'costCenter': 'CC-1999'}","{'region': 'europe-west1', 'billingSource': 'BigQueryExport', 'sku': 'gpt-4'}"
2025-06-19,Azure,Tenant-456,Mgmt-AI,Sub-2002,RG-GenAI,Blob Storage,Infra Spend,OnDemand,726.8,"{'env': 'test', 'team': 'Platform', 'app': 'genai-api', 'costCenter': 'CC-1026'}","{'region': 'us-west-2', 'billingSource': 'CostManagementAPI', 'sku': 'tpu-v4'}"
2025-06-19,Azure,Tenant-456,Mgmt-AI,Sub-2003,RG-Prod,Blob Storage,Infra Spend,Preemptible,2372.86,"{'env': 'dev', 'team': 'DataEng', 'app': 'chatbot', 'costCenter': 'CC-1362'}","{'region': 'eastus', 'billingSource': 'CostExplorerAPI', 'sku': 'tpu-v4'}"
2025-06-19,Azure,Tenant-456,Mgmt-Cloud,Sub-2004,RG-ML,Blob Storage,Infra Spend,Preemptible,2175.86,"{'env': 'dev', 'team': 'DataEng', 'app': 'etl-pipeline', 'costCenter': 'CC-1531'}","{'region': 'us-east-1', 'billingSource': 'CostManagementAPI', 'sku': 'tpu-v4'}"
2025-06-19,Azure,Tenant-456,Mgmt-FinOps,Sub-2001,RG-ML,SQL DB,Infra Spend,Preemptible,2369.75,"{'env': 'test', 'team': 'FinOps', 'app': 'genai-api', 'costCenter': 'CC-1944'}","{'region': 'us-east-1', 'billingSource': 'CostManagementAPI', 'sku': 'gpt-4'}"
2025-06-19,Azure,Tenant-456,Mgmt-Cloud,Sub-2002,RG-ML,SQL DB,Infra Spend,Preemptible,2998.08,"{'env': 'dev', 'team': 'Platform', 'app': 'chatbot', 'costCenter': 'CC-1962'}","{'region': 'asia-south1', 'billingSource': 'CostManagementAPI', 'sku': 'standard'}"
2025-06-19,Azure,Tenant-456,Mgmt-AI,Sub-2003,RG-GenAI,SQL DB,Infra Spend,Spot,919.04,"{'env': 'prod', 'team': 'Platform', 'app': 'data-warehouse', 'costCenter': 'CC-1002'}","{'region': 'eastus', 'billingSource': 'CostExplorerAPI', 'sku': 'standard'}"
2025-06-19,Azure,Tenant-456,Mgmt-FinOps,Sub-2007,RG-ML,AzureML,AI Spend,Spot,182.15,"{'env': 'dev', 'team': 'DataEng', 'app': 'etl-pipeline', 'costCenter': 'CC-1817'}","{'region': 'us-east-1', 'billingSource': 'CostManagementAPI', 'sku': 'tpu-v4'}"
2025-06-19,Azure,Tenant-456,Mgmt-Cloud,Sub-2007,RG-Prod,AzureML,AI Spend,OnDemand,2762.16,"{'env': 'test', 'team': 'Platform', 'app': 'genai-api', 'costCenter': 'CC-1424'}","{'region': 'asia-south1', 'billingSource': 'BigQueryExport', 'sku': 'gpt-4'}"
2025-06-19,Azure,Tenant-456,Mgmt-AI,Sub-2006,RG-Prod,AzureML,AI Spend,OnDemand,708.57,"{'env': 'dev', 'team': 'DataEng', 'app': 'genai-api', 'costCenter': 'CC-1197'}","{'region': 'westus', 'billingSource': 'CostExplorerAPI', 'sku': 'gpt-4'}"
